...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,other_50_CI,X23A_50_CI,X22E_95_CI,X22F_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,other_95_CI,X23A_95_CI
747,NA,NA,KY,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,KY,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,KY,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,0.34050438546367,0.236027381496502,KY,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
751,NA,NA,KY,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,NA,NA,KY,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,0.633973711135462,0.3585647473519735,KY,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
754,NA,NA,KY,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,KY,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,KY,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,0.343650671171053,0.245611251909755,LA,2023-06-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,NA,NA,LA,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,NA,NA,LA,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,0.385996722453419,0.269612812695825,LA,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
761,NA,NA,LA,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,1.13984537242369,0.550840403055375,LA,2023-06-16,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
763,NA,NA,LA,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,NA,NA,LA,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,0.81675333133116,0.3148343136885395,LA,2023-06-19,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
766,0.773778365499764,0.412491370336782,LA,2023-06-20,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
767,0.460506982324806,0.3271285688704925,LA,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
768,0.844738559204549,0.4308598842968135,LA,2023-06-22,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
769,0.976645973985722,0.3948705102570805,LA,2023-06-23,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0
770,1.12828322866169,0.3517616854613015,LA,2023-06-24,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
771,0.496105444897552,0.325294235266921,LA,2023-06-25,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
772,0.520285648200659,0.3679755700851215,LA,2023-06-26,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
773,0.822636562701772,0.4335411699820155,LA,2023-06-27,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
774,1.01384149212171,0.383615706235547,LA,2023-06-28,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
775,1.21743360920234,0.470020718398207,LA,2023-06-29,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
776,0.68638296635845,0.4866024639330625,LA,2023-06-30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
777,0.890025518493787,0.418435714757469,LA,2023-07-01,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
778,NA,NA,LA,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,0.364328509998392,0.2586875669236785,LA,2023-07-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
780,NA,NA,LA,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,2.42944856749629,0.502363141592805,LA,2023-07-05,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
782,0.826319496116774,0.314767355221454,LA,2023-07-06,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
783,2.46414392732731,0.459397108203811,LA,2023-07-07,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0
784,0.825188482938547,0.4169227385832465,LA,2023-07-08,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
785,0.352025559118028,0.2436242228833215,LA,2023-07-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
786,0.616988148330046,0.356421170301032,LA,2023-07-10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
787,1.01280607088497,0.4367503875861165,LA,2023-07-11,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
788,1.18728173887311,0.427399330713687,LA,2023-07-12,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
789,1.67895990569514,0.593455660129765,LA,2023-07-13,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
790,1.57736135390787,0.475413909697745,LA,2023-07-14,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
791,0.828055218374462,0.4160847963975485,LA,2023-07-15,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
792,1.6824233510081399,0.59689760484981,LA,2023-07-16,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
793,2.61928053889478,0.3397086295527495,LA,2023-07-17,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
794,1.77098786994088,0.446622295561898,LA,2023-07-18,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0
795,1.43307506264277,0.4410485379953515,LA,2023-07-19,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0
796,0.977055273208869,0.4338371436071135,LA,2023-07-20,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
797,1.35467988219648,0.435358936572406,LA,2023-07-21,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1
798,NA,NA,LA,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,0.829411477241321,0.59058075950246,MA,2023-06-11,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
800,0.523749651125831,0.3697503608545975,MA,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
801,0.369808361214023,0.261542584496171,MA,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
802,NA,NA,MA,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,0.458186949511148,0.313266167600687,MA,2023-06-15,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
804,0.384233707261257,0.285913821559616,MA,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
805,0.870624581132825,0.438574683367803,MA,2023-06-17,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
806,NA,NA,MA,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,0.723268583460315,0.50880526307852,MA,2023-06-19,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
808,0.442746114617065,0.318874115869213,MA,2023-06-20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
809,0.660398512784377,0.373113433811731,MA,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
810,1.73948846247365,0.335368086360147,MA,2023-06-22,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
811,0.603549970935725,0.3592905876621505,MA,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
812,NA,NA,MA,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,NA,NA,MA,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,0.58457042274487,0.417431817542872,MA,2023-06-26,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
815,1.51547389557947,0.281439216538624,MA,2023-06-27,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
816,0.589552357710743,0.4181323782746505,MA,2023-06-28,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
817,1.04118416529208,0.50834618277058,MA,2023-06-29,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1
818,0.817002539030223,0.312599706735101,MA,2023-06-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
819,NA,NA,MA,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,NA,NA,MA,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,0.605819518910561,0.422908216802294,MA,2023-07-03,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
822,NA,NA,MA,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,NA,NA,MA,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,0.347919361742921,0.2501828330907575,MA,2023-07-06,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
825,1.36320610877586,0.450899552213189,MA,2023-07-07,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0
826,0.345500391870441,0.2455927615446875,MA,2023-07-08,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
827,0.615407363608043,0.4334893058427625,MA,2023-07-09,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
828,0.663344267761204,0.4709678004585425,MA,2023-07-10,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
829,NA,NA,MA,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,0.633797132074253,0.44040880839846003,MA,2023-07-12,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
831,1.30680459917514,0.520671068985945,MA,2023-07-13,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
832,0.586599477990801,0.346440852640109,MA,2023-07-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
833,NA,NA,MA,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,0.770723632429193,0.3981115121189915,MA,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
835,0.33933599050184,0.235837910859177,MA,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
836,2.12449817009924,0.4505206361354475,MA,2023-07-18,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
837,NA,NA,MA,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,2.44344661707509,0.5122812291225,MA,2023-07-20,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
839,1.38705488136548,0.53436280354899,MA,2023-07-21,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0
840,1.88438890988072,0.4579434653810245,MA,2023-07-22,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
841,1.38593043221041,0.532302316225845,MD,2023-06-11,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0
842,1.08407309303285,0.4648232819813735,MD,2023-06-12,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1
843,0.807172044938595,0.3549370761824745,MD,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
844,0.460193301126813,0.312613060301153,MD,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
845,NA,NA,MD,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,1.52022923679631,0.401281833783371,MD,2023-06-16,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0
847,0.869068648645421,0.438574683367803,MD,2023-06-17,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
848,0.470529839107533,0.3293796185037425,MD,2023-06-18,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
849,0.597671018331858,0.421232196823002,MD,2023-06-19,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
850,1.04489154302964,0.31735448810929,MD,2023-06-20,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
851,0.785009032243819,0.559306190517575,MD,2023-06-21,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
852,0.819224826309415,0.58048149473832,MD,2023-06-22,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
853,2.01972928954468,0.350563855824041,MD,2023-06-23,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
854,0.695839091202697,0.496719746220279,MD,2023-06-24,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
855,0.602316792921812,0.3540282956742265,MD,2023-06-25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
856,1.50168153631465,0.3215433200402845,MD,2023-06-26,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
857,0.693614971672149,0.4910909284036805,MD,2023-06-27,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
858,0.606874734361897,0.4181323782746505,MD,2023-06-28,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
859,1.44360365100521,0.487976139615715,MD,2023-06-29,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
860,0.897919964830561,0.4397901180658005,MD,2023-06-30,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1
861,0.580588874166211,0.4072443501061055,MD,2023-07-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
862,1.27225520213734,0.414815726958878,MD,2023-07-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
863,0.364152977810651,0.2586875669236785,MD,2023-07-03,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
864,0.610699927485151,0.4296202515221245,MD,2023-07-04,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
865,0.345976783849878,0.252802640696921,MD,2023-07-05,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
866,NA,NA,MD,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867,1.29499303248931,0.411396422117937,MD,2023-07-07,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1
868,1.54622566064843,0.4780814916399625,MD,2023-07-08,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
869,0.344482539946794,0.2436242228833215,MD,2023-07-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
870,0.755830194572459,0.39693992478188,MD,2023-07-10,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
871,0.339926594383174,0.240344647731194,MD,2023-07-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
872,1.2893878658508,0.61447791012186,MD,2023-07-12,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1
873,0.794339798904797,0.3521454858528875,MD,2023-07-13,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
874,0.567196249554443,0.3413097007087145,MD,2023-07-14,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
875,0.924886035700322,0.4757427926025815,MD,2023-07-15,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
876,0.333384456570398,0.236027381496502,MD,2023-07-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
877,0.731810419229215,0.51282649404204,MD,2023-07-17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
878,0.534955865454914,0.3336524324780695,MD,2023-07-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
879,0.92078923015057,0.4704595913576775,MD,2023-07-19,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
880,0.706923983848177,0.38266337043748,MD,2023-07-20,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0
881,1.40139000074212,0.4349348453381605,MD,2023-07-21,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
882,0.853916036498066,0.60442546888626,MD,2023-07-22,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
883,NA,NA,ME,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2023-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2023-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2023-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2023-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2023-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2023-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,NA,NA,ME,2023-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2023-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,0.559724260228856,0.39179636280309,ME,2023-06-29,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
902,NA,NA,ME,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2023-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2023-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2023-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2023-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2023-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2023-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,0.668798606636289,0.4709678004585425,ME,2023-07-10,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
913,NA,NA,ME,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,NA,NA,ME,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,NA,NA,ME,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,NA,NA,ME,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,NA,NA,ME,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,0.562425217340666,0.3421819689564335,MI,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
926,1.76744486997987,0.4710157579991325,MI,2023-06-12,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
927,0.797805416546084,0.3549370761824745,MI,2023-06-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
928,0.922667607764326,0.389642204048721,MI,2023-06-14,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
929,1.23374536515738,0.4698150337990065,MI,2023-06-15,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0
930,0.458022945355675,0.314028674606774,MI,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
931,1.5840705038187,0.480660347540819,MI,2023-06-17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
932,1.61117526188907,0.302361711394396,MI,2023-06-18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
933,NA,NA,MI,2023-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,0.839756316851168,0.317861030695931,MI,2023-06-20,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
935,0.71248177705471,0.3746071608900275,MI,2023-06-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
936,1.26401167603876,0.4087867572625755,MI,2023-06-22,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
937,1.01886723321013,0.499077404739173,MI,2023-06-23,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
938,1.12822251518168,0.3517616854613015,MI,2023-06-24,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
939,0.936782344273634,0.336828125968652,MI,2023-06-25,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
940,0.854557918083038,0.4114885759299985,MI,2023-06-26,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
941,1.01667627014499,0.379913580537709,MI,2023-06-27,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
942,1.79907433263485,0.3982952202673225,MI,2023-06-28,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0
943,1.10862533924167,0.4505101268546885,MI,2023-06-29,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
944,2.5715301174411,0.536437528039715,MI,2023-06-30,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
945,NA,NA,MI,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,0.90096847411923,0.2619509711410585,MI,2023-07-02,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
947,2.16031845655492,0.4631761172376765,MI,2023-07-03,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0
948,0.80762101361654,0.311869842502627,MI,2023-07-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
949,1.25723856427096,0.50837366963537,MI,2023-07-05,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
950,1.03575800237674,0.4412325380010365,MI,2023-07-06,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
951,3.03368104869986,0.4581267524169265,MI,2023-07-07,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0
952,1.20650675177603,0.4101877187550745,MI,2023-07-08,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
