...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,X23H_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,X23H_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
749,NA,NA,KY,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,0.164835104124475,0.1193041080171885,KY,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,NA,NA,KY,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,0.976808536265092,0.685980877678325,KY,2023-12-12,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
753,1.03196348745527,0.729756920471905,KY,2023-12-13,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
754,1.01940351740535,0.71466998949573,KY,2023-12-14,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
755,0.920809847418783,0.4091102796150665,KY,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
756,0.0754276883653085,0.056010694185791,KY,2023-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
757,1.69981942217233,0.55323615799387,LA,2023-11-05,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0
758,2.14649117323552,0.4836611577159155,LA,2023-11-06,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0
759,0.920663241161622,0.4233758347751345,LA,2023-11-07,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
760,1.4263947621711,0.406556407022078,LA,2023-11-08,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
761,2.36307817593906,0.4209628068112515,LA,2023-11-09,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
762,0.658188132938575,0.3606853209979665,LA,2023-11-10,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
763,1.38841346667616,0.404981664408382,LA,2023-11-11,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0
764,1.86501881216318,0.579037769186815,LA,2023-11-12,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
765,1.3947947231695,0.360571209660361,LA,2023-11-13,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
766,1.73556404991008,0.2341792996383085,LA,2023-11-14,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0
767,2.71578805148727,0.57592839234676,LA,2023-11-15,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0
768,1.87782743053194,0.4855976774401395,LA,2023-11-16,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0
769,1.02161248814138,0.360314878217228,LA,2023-11-17,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
770,0.778551816777278,0.3914235929586055,LA,2023-11-18,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
771,1.66903628623939,0.425401286093481,LA,2023-11-19,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0
772,0.248875183529862,0.178443176854243,LA,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
773,1.52344206046408,0.4561993206729645,LA,2023-11-21,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
774,1.31806672092621,0.4798116633731515,LA,2023-11-22,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1
775,2.53776737864361,0.55147172865425,LA,2023-11-23,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1
776,2.82380003554635,0.512582474126835,LA,2023-11-24,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
777,1.15987950750412,0.454790062112605,LA,2023-11-25,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0
778,1.49218359703867,0.387750311682611,LA,2023-11-26,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
779,4.42179400938244,0.503663976077595,LA,2023-11-27,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0
780,2.79829046882683,0.4486051047015225,LA,2023-11-28,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0
781,3.85540043072191,0.4386302005108285,LA,2023-11-29,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0
782,1.56291763338575,0.374922673666104,LA,2023-11-30,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
783,1.90231497750598,0.53338285801086,LA,2023-12-01,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
784,2.23297264682646,0.3022406520835,LA,2023-12-02,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0
785,2.28937191048999,0.366219985306942,LA,2023-12-03,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0
786,1.95942635906564,0.444688935074214,LA,2023-12-04,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1
787,3.30678309254645,0.473934781021949,LA,2023-12-05,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
788,1.56520323669496,0.374767643356413,LA,2023-12-06,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
789,2.6913906208129,0.441326383667429,LA,2023-12-07,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
790,2.9609951093356,0.443531331308582,LA,2023-12-08,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0
791,3.2951201696873,0.6160461164357,LA,2023-12-09,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1
792,NA,NA,LA,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,2.05913566322829,0.376900984835129,LA,2023-12-11,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0
794,5.28416910938861,0.5749639134561,LA,2023-12-12,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
795,3.3822372804757,0.42274687298229,LA,2023-12-13,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0
796,2.26307640802656,0.531866646130055,LA,2023-12-14,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1
797,1.27292016699325,0.350020674867459,LA,2023-12-15,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
798,3.32804251505118,0.72480473884165,LA,2023-12-16,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
799,0.874732029658257,0.611808763361765,MA,2023-11-05,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
800,1.50570931767056,0.3642663389288575,MA,2023-11-06,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1
801,0.858049573963131,0.3093684169347395,MA,2023-11-07,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
802,1.2097988084788,0.402129539964576,MA,2023-11-08,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1
803,1.1022380958124,0.330328037698708,MA,2023-11-09,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
804,1.19424401226151,0.343403036912275,MA,2023-11-10,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
805,0.582588458000859,0.157596691948939,MA,2023-11-11,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0
806,0.223277974579442,0.1582732956474445,MA,2023-11-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
807,1.62930682997441,0.434853678352267,MA,2023-11-13,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1
808,1.95916047913298,0.353536699386422,MA,2023-11-14,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0
809,1.84065620157185,0.560539991994635,MA,2023-11-15,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1
810,0.754114291584176,0.3826633114729305,MA,2023-11-16,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
811,0.674170781032537,0.2813470369433525,MA,2023-11-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
812,0.72458636172317,0.511793112798615,MA,2023-11-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
813,0.730068079775227,0.51392871103901006,MA,2023-11-19,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
814,1.50250936615748,0.401736178354679,MA,2023-11-20,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0
815,1.08602463507699,0.394243014223419,MA,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
816,1.41023847959563,0.31270164178166,MA,2023-11-22,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0
817,NA,NA,MA,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,1.73387434094671,0.53000089632087,MA,2023-11-24,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
819,NA,NA,MA,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,1.22175656485086,0.583267029278215,MA,2023-11-26,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
821,2.7216145167536,0.400778516150917,MA,2023-11-27,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0
822,3.63989636828483,0.2899029557393595,MA,2023-11-28,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0
823,1.14229434048325,0.469686838978248,MA,2023-11-29,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
824,0.624275701187365,0.278751069672427,MA,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
825,NA,NA,MA,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,0.432034776135676,0.3022406520835,MA,2023-12-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
827,NA,NA,MA,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,2.20500189303387,0.349229747452379,MA,2023-12-04,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0
829,1.06469600852336,0.367855503698227,MA,2023-12-05,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
830,1.12983671742632,0.333596337162985,MA,2023-12-06,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
831,3.04713511891166,0.4767367611129305,MA,2023-12-07,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1
832,NA,NA,MA,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,NA,NA,MA,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,NA,NA,MA,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,9.65580614668213,0.4956618573591625,MA,2023-12-11,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
836,3.83064919408491,0.460161066587012,MA,2023-12-12,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0
837,1.07468877107234,0.1869514301651605,MA,2023-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
838,2.82569926578616,0.3439790204270335,MA,2023-12-14,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0
839,3.26276167619026,0.3706385330122565,MA,2023-12-15,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
840,NA,NA,MA,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,1.47510087082694,0.212902021048439,MD,2023-11-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
842,3.31983893625326,0.3998480387868905,MD,2023-11-06,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
843,1.38242280063762,0.4298730927423895,MD,2023-11-07,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
844,2.22225403505273,0.2957478286323565,MD,2023-11-08,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0
845,2.36710347188324,0.313168684661108,MD,2023-11-09,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0
846,1.29465324393066,0.241378884051782,MD,2023-11-10,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0
847,1.43442164195204,0.157596691948939,MD,2023-11-11,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0
848,0.226618488442815,0.1582732956474445,MD,2023-11-12,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
849,1.88118215155005,0.265810204559519,MD,2023-11-13,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
850,2.55936818045792,0.3340194598319435,MD,2023-11-14,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0
851,2.59564077385209,0.510984174688525,MD,2023-11-15,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0
852,1.48808441959009,0.2912888690626475,MD,2023-11-16,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
853,1.94724517339546,0.4171819527696585,MD,2023-11-17,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0
854,1.57607572308937,0.3090774169406,MD,2023-11-18,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
855,0.756683197204858,0.54076192784572,MD,2023-11-19,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
856,2.00603180032791,0.31313992061347,MD,2023-11-20,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
857,3.22740011822247,0.432930401834758,MD,2023-11-21,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
858,2.06035013938932,0.3943539628797535,MD,2023-11-22,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
859,2.42211132107934,0.3764290659458775,MD,2023-11-23,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
860,3.38199302821888,0.3431166616297615,MD,2023-11-24,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0
861,2.46544215702298,0.326219365599122,MD,2023-11-25,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0
862,3.37589511988358,0.328447150139569,MD,2023-11-26,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0
863,5.67688013983275,0.3878449579213885,MD,2023-11-27,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
864,5.21302186305734,0.409100427803727,MD,2023-11-28,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
865,8.42148311300953,0.438482281990514,MD,2023-11-29,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
866,6.19854747077112,0.4119169373031095,MD,2023-11-30,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0
867,3.68624043726149,0.435344772624936,MD,2023-12-01,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0
868,3.41813888134996,0.473816753370311,MD,2023-12-02,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
869,5.57287780589567,0.4433451761841675,MD,2023-12-03,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
870,4.77344026084415,0.4038263768333735,MD,2023-12-04,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0
871,3.62797013113757,0.420310822523993,MD,2023-12-05,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0
872,3.07243834769426,0.421320280835364,MD,2023-12-06,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1
873,7.45003278530124,0.4538883003937295,MD,2023-12-07,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
874,5.38028238255703,0.3740972752634845,MD,2023-12-08,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0
875,3.5871287307016,0.478015045123897,MD,2023-12-09,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1
876,6.78568601059174,0.4372016286028965,MD,2023-12-10,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0
877,1.70188763673314,0.2470402099329615,MD,2023-12-11,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1
878,2.07752902868255,0.4011605167889465,MD,2023-12-12,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1
879,1.59204985149203,0.511884638897305,MD,2023-12-13,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0
880,1.99371262718626,0.3304906516808295,MD,2023-12-14,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0
881,4.24547289064178,0.477801497296129,MD,2023-12-15,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
882,1.06205311547446,0.74793136108697,MD,2023-12-16,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
883,NA,NA,ME,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,NA,NA,ME,2023-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,NA,NA,ME,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,NA,NA,ME,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,NA,NA,ME,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,NA,NA,ME,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2023-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,NA,NA,ME,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,NA,NA,ME,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,NA,NA,ME,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,0.244562044283904,0.178443176854243,ME,2023-11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
899,NA,NA,ME,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,0.384835087382877,0.2706317308816405,ME,2023-11-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
909,NA,NA,ME,2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,0.803285451360742,0.558800152102545,ME,2023-12-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
913,NA,NA,ME,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,0.553679996157585,0.378972226306519,ME,2023-12-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
915,0.586997708037239,0.4005842213119135,ME,2023-12-07,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
916,NA,NA,ME,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NA,NA,ME,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,NA,NA,ME,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,NA,NA,ME,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,0.971512419624938,0.67682546331708,ME,2023-12-14,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
923,NA,NA,ME,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,NA,NA,ME,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,1.28596410932121,0.3952959144741395,MI,2023-11-05,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
926,4.72499618955205,0.3881526446759415,MI,2023-11-06,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
927,3.88307189802277,0.392889369065282,MI,2023-11-07,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
928,4.53340402460856,0.3379885250835385,MI,2023-11-08,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
929,6.86259355664337,0.417690252448629,MI,2023-11-09,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
930,5.39002356431839,0.4116860754666435,MI,2023-11-10,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
931,2.83198539857792,0.3946081972643615,MI,2023-11-11,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0
932,1.97001011193759,0.321880725365087,MI,2023-11-12,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
933,2.41481329118752,0.34793368728863,MI,2023-11-13,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0
934,3.59389447935307,0.234771271107112,MI,2023-11-14,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
935,3.65691857647572,0.290548204639618,MI,2023-11-15,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
936,2.00004619946885,0.3872087841314525,MI,2023-11-16,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
937,1.38976281812643,0.386677325706057,MI,2023-11-17,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
938,1.69022409148666,0.321634700772722,MI,2023-11-18,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0
939,3.25761843726935,0.4114664866667565,MI,2023-11-19,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1
940,9.58057672840248,0.3963628679007035,MI,2023-11-20,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
941,4.89762320836062,0.3626024029158085,MI,2023-11-21,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
942,8.28961106388809,0.3540816591813425,MI,2023-11-22,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
943,3.76145942001917,0.3517566974483345,MI,2023-11-23,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
