...1,es_score,brier_score,location,target_date,X22F_50_CI,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X22F_95_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI
1382,2.79656359680836,0.398518072569899,NM,2024-03-12,1,1,0,0,1,1,1,0,0,1
1383,1.38580550559037,0.199078632725557,NM,2024-03-13,1,1,0,1,0,1,1,0,1,0
1384,1.3401087695038e-4,5.15813831484105e-6,NM,2024-03-14,1,1,1,1,1,1,1,1,1,1
1385,1.3020664247202e-4,4.50884867673513e-6,NM,2024-03-15,1,1,1,1,1,1,1,1,1,1
1386,6.26496609184863e-6,3.942140977170425e-6,NM,2024-03-16,1,1,1,1,1,1,1,1,1,1
1387,0.00149046796085588,0.001070581881448355,NV,2024-02-04,1,1,1,1,1,1,1,1,1,1
1388,0.0187103857662506,9.341337825297e-4,NV,2024-02-05,1,1,1,1,1,1,1,1,1,1
1389,0.00927895357893341,8.1489876848421e-4,NV,2024-02-06,1,1,1,1,1,1,1,1,1,1
1390,0.0213538921525177,7.1074478946562e-4,NV,2024-02-07,1,1,1,1,1,1,1,1,1,1
1391,5.5376360600679e-4,6.19795860686765e-4,NV,2024-02-08,1,1,1,1,1,1,1,1,1,1
1392,1.29816877226048,0.47769975091601,NV,2024-02-09,1,1,0,1,0,1,1,0,1,0
1393,0.00959905988845888,4.7111745224877e-4,NV,2024-02-10,1,1,1,1,1,1,1,1,1,1
1394,NA,NA,NV,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,0.00170270176209951,3.5794148884715e-4,NV,2024-02-12,1,1,1,1,1,1,1,1,1,1
1396,NA,NA,NV,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397,0.00107004153962792,2.7186757658364e-4,NV,2024-02-14,1,1,1,1,1,1,1,1,1,1
1398,NA,NA,NV,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,NA,NA,NV,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,NA,NA,NV,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1401,0.00199527368271729,1.5676463835404e-4,NV,2024-02-18,1,1,1,1,1,1,1,1,1,1
1402,2.2603375391104e-4,1.3660410998338e-4,NV,2024-02-19,1,1,1,1,1,1,1,1,1,1
1403,1.4474475794953e-4,1.19038496892075e-4,NV,2024-02-20,1,1,1,1,1,1,1,1,1,1
1404,4.9252533110882e-4,1.0373471095147e-4,NV,2024-02-21,1,1,1,1,1,1,1,0,0,1
1405,NA,NA,NV,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1406,4.262722529384e-4,7.8787143576845e-5,NV,2024-02-23,1,1,1,1,1,1,1,1,1,1
1407,6.86317840445476e-5,6.866871628166e-5,NV,2024-02-24,1,1,1,1,1,1,1,1,1,1
1408,8.4584113008164e-5,5.985404397736e-5,NV,2024-02-25,1,1,1,1,1,1,1,1,1,1
1409,NA,NA,NV,2024-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1410,NA,NA,NV,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1411,4.7828702582171e-5,3.965730663752095e-5,NV,2024-02-28,1,1,1,1,1,1,1,1,1,1
1412,1.40365112654495,0.992042827710325,NV,2024-02-29,1,1,0,0,1,1,1,0,0,1
1413,1.6464274290014e-4,3.015567263396195e-5,NV,2024-03-01,1,1,1,1,1,1,1,1,1,1
1414,NA,NA,NV,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,NA,NA,NV,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416,3.0235885900654e-5,2.0014593318894e-5,NV,2024-03-04,1,1,1,1,1,1,1,1,1,1
1417,NA,NA,NV,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418,6.11364521754046e-5,1.523968347761145e-5,NV,2024-03-06,1,1,1,1,1,1,1,1,1,1
1419,NA,NA,NV,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1420,7.6650375229032e-6,1.16113394503107e-5,NV,2024-03-08,1,1,1,1,1,1,1,1,1,1
1421,NA,NA,NV,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,NA,NA,NV,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,NA,NA,NV,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,NA,NA,NV,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,NA,NA,NV,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426,NA,NA,NV,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1427,NA,NA,NV,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,NA,NA,NV,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,1.92711829223447,0.001070581881448355,NY,2024-02-04,1,1,0,1,0,1,0,0,0,0
1430,2.16956479465497,0.0519355843925435,NY,2024-02-05,1,1,0,1,0,1,1,0,1,0
1431,2.17259664190438,0.04976404033429545,NY,2024-02-06,0,1,0,0,1,0,0,0,0,0
1432,1.55014309898756,0.02763479218967745,NY,2024-02-07,1,1,1,0,1,1,1,0,0,0
1433,2.76277078813742,0.0467739078977231,NY,2024-02-08,1,0,0,0,0,1,0,0,0,0
1434,0.899123627982136,0.0242399406142309,NY,2024-02-09,1,0,1,1,1,1,0,1,1,0
1435,1.14618386524123,0.0526317741213445,NY,2024-02-10,1,1,0,0,1,1,1,1,1,1
1436,0.850925392905041,4.1066852420464e-4,NY,2024-02-11,1,1,1,1,1,1,1,1,1,1
1437,0.820559567175514,0.02494852134623535,NY,2024-02-12,1,1,1,1,1,1,1,0,1,0
1438,0.788818195678173,3.1195962237025e-4,NY,2024-02-13,1,1,1,1,1,1,1,1,1,1
1439,0.925867009266405,2.7186757658364e-4,NY,2024-02-14,1,1,0,1,1,1,1,1,1,1
1440,0.452583022725328,2.3691674106456e-4,NY,2024-02-15,1,1,1,1,1,1,1,1,1,1
1441,1.64823686767262,0.072551881374995,NY,2024-02-16,1,1,0,0,1,1,1,0,0,0
1442,1.03696695979545,0.0448444510996261,NY,2024-02-17,1,1,1,0,1,1,1,0,0,1
1443,1.71967768855992,0.070129599282991,NY,2024-02-18,1,1,0,0,0,1,1,0,0,0
1444,3.16260712986588,0.049373614586317,NY,2024-02-19,1,1,0,0,1,1,1,0,0,1
1445,1.63138707102097,0.03734057001735835,NY,2024-02-20,0,1,0,0,1,0,0,0,0,1
1446,2.19899107912067,0.0332872199232773,NY,2024-02-21,1,1,0,0,1,1,1,0,0,0
1447,2.53946744796174,0.0442150000576613,NY,2024-02-22,1,1,0,0,1,1,1,0,0,1
1448,0.74129996626031,0.0246465727247048,NY,2024-02-23,1,1,1,1,0,1,1,0,1,0
1449,1.11806662801582,0.0396273355479905,NY,2024-02-24,1,1,0,0,1,1,1,0,0,0
1450,0.048342437037599,5.985404397736e-5,NY,2024-02-25,1,1,1,1,1,1,1,0,1,0
1451,4.19820951491067,0.063872803346263,NY,2024-02-26,1,1,0,0,1,1,1,0,0,0
1452,1.53006122872423,0.02830002719337465,NY,2024-02-27,1,1,0,0,1,1,1,0,0,1
1453,3.09174842031536,0.070683706714901,NY,2024-02-28,1,1,0,0,0,1,1,0,0,0
1454,0.015977811389287,3.457969124791605e-5,NY,2024-02-29,1,1,1,1,1,1,1,1,1,1
1455,1.14491284984835,0.04500151299865105,NY,2024-03-01,1,1,0,1,0,1,1,0,1,0
1456,0.00222931422204348,2.630088640088775e-5,NY,2024-03-02,1,1,1,1,1,1,1,1,1,1
1457,0.00319771465222417,2.29418561129837e-5,NY,2024-03-03,1,1,1,1,1,1,1,1,1,1
1458,3.29504134244796,0.0783502453348445,NY,2024-03-04,1,1,0,0,0,1,1,0,0,0
1459,1.14727974230795,0.0354440457002848,NY,2024-03-05,1,1,0,1,0,1,1,0,1,0
1460,0.0159955376292006,1.523968347761145e-5,NY,2024-03-06,1,1,1,1,1,1,1,1,1,1
1461,1.20440923070881,0.02764919907136925,NY,2024-03-07,1,1,0,0,1,1,1,0,0,1
1462,0.00487654161141715,1.16113394503107e-5,NY,2024-03-08,1,1,1,1,1,1,1,1,1,1
1463,0.00338807962804041,1.01378714274155e-5,NY,2024-03-09,1,1,1,1,1,1,1,1,1,1
1464,1.8788849835432e-4,8.8529741587009e-6,NY,2024-03-10,1,1,1,1,1,1,1,1,1,1
1465,6.2491269061145e-4,7.7323648573979e-6,NY,2024-03-11,1,1,1,1,1,1,1,1,1,1
1466,4.1711052484057e-4,6.7548998783359e-6,NY,2024-03-12,1,1,1,1,1,1,1,1,1,1
1467,2.326420781738,0.0995993553243335,NY,2024-03-13,1,1,0,0,0,1,1,0,0,0
1468,0.0010977775122959,5.15813831484105e-6,NY,2024-03-14,1,1,1,1,1,1,1,1,1,1
1469,8.28022039108464e-5,4.50884867673513e-6,NY,2024-03-15,1,1,1,1,1,1,1,1,1,1
1470,9.38754960986606e-5,3.942140977170425e-6,NY,2024-03-16,1,1,1,1,1,1,1,1,1,1
1471,0.00577928792894281,0.001070581881448355,OH,2024-02-04,1,1,1,1,1,1,1,1,1,1
1472,0.00515034731898463,9.341337825297e-4,OH,2024-02-05,1,1,1,1,1,1,1,1,1,1
1473,0.0343446523867203,8.1489876848421e-4,OH,2024-02-06,1,1,1,1,1,1,1,0,1,0
1474,3.39511526888671,0.219378589395613,OH,2024-02-07,1,1,0,1,0,1,1,0,1,0
1475,0.0036296551157721,6.19795860686765e-4,OH,2024-02-08,1,1,1,1,1,1,1,1,1,1
1476,0.00663637960812322,5.4040287724547e-4,OH,2024-02-09,1,1,1,1,1,1,1,1,1,1
1477,NA,NA,OH,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1478,0.00214629550516723,4.1066852420464e-4,OH,2024-02-11,1,1,1,1,1,1,1,1,1,1
1479,0.00432555801706981,3.5794148884715e-4,OH,2024-02-12,1,1,1,1,1,1,1,1,1,1
1480,0.00172818344216169,3.1195962237025e-4,OH,2024-02-13,1,1,1,1,1,1,1,1,1,1
1481,0.00595934045251099,2.7186757658364e-4,OH,2024-02-14,1,1,1,1,1,1,1,1,1,1
1482,0.00146725434300626,2.3691674106456e-4,OH,2024-02-15,1,1,1,1,1,1,1,1,1,1
1483,0.00112669800147778,2.0645228240542e-4,OH,2024-02-16,1,1,1,1,1,1,1,1,1,1
1484,NA,NA,OH,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,NA,NA,OH,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,1.29120747335263,0.2444285841308015,OH,2024-02-19,1,1,0,1,0,1,1,0,1,0
1487,5.3129940404033e-4,1.19038496892075e-4,OH,2024-02-20,1,1,1,1,1,1,1,1,1,1
1488,0.0011356276353359,1.0373471095147e-4,OH,2024-02-21,1,1,1,1,1,1,1,1,1,1
1489,0.00404059537749661,9.040210577978e-5,OH,2024-02-22,1,1,1,1,1,1,1,0,0,1
1490,1.13813466666125,0.04499827888955535,OH,2024-02-23,1,1,0,0,1,1,1,0,0,1
1491,3.9648898813842e-4,6.866871628166e-5,OH,2024-02-24,1,1,1,1,1,1,1,1,1,1
1492,7.39492270304884e-5,5.985404397736e-5,OH,2024-02-25,1,1,1,1,1,1,1,1,1,1
1493,0.00110782541373836,5.2175081908845e-5,OH,2024-02-26,1,1,1,1,1,1,1,1,1,1
1494,5.9555430680877e-4,4.54853751229003e-5,OH,2024-02-27,1,1,1,1,1,1,1,1,1,1
1495,8.9324303490384e-4,3.965730663752095e-5,OH,2024-02-28,1,1,1,1,1,1,1,1,1,1
1496,5.42492321438885e-5,3.457969124791605e-5,OH,2024-02-29,1,1,1,1,1,1,1,1,1,1
1497,1.6766915993776e-4,3.015567263396195e-5,OH,2024-03-01,1,1,1,1,1,1,1,1,1,1
1498,1.395828784474e-4,2.630088640088775e-5,OH,2024-03-02,1,1,1,1,1,1,1,1,1,1
1499,3.64867098348823e-5,2.29418561129837e-5,OH,2024-03-03,1,1,1,1,1,1,1,1,1,1
1500,3.97252588956801e-5,2.0014593318894e-5,OH,2024-03-04,1,1,1,1,1,1,1,1,1,1
1501,1.39182507675649,0.4959896159151645,OH,2024-03-05,1,1,0,1,0,1,1,0,1,0
1502,4.3961492315471e-4,1.523968347761145e-5,OH,2024-03-06,1,1,1,1,1,1,1,1,1,1
1503,1.40575209635539,0.99490562223193,OH,2024-03-07,1,1,0,0,1,1,1,0,0,1
1504,4.3220669497102e-4,1.16113394503107e-5,OH,2024-03-08,1,1,1,1,1,1,1,1,1,1
1505,NA,NA,OH,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,1.49482373432335e-5,8.8529741587009e-6,OH,2024-03-10,1,1,1,1,1,1,1,1,1,1
1507,1.39775866431588,0.332019715888407,OH,2024-03-11,1,1,0,0,1,1,1,0,0,1
1508,6.29183612611342e-5,6.7548998783359e-6,OH,2024-03-12,1,1,1,1,1,1,1,1,1,1
1509,9.9469762534294e-5,5.90216834756835e-6,OH,2024-03-13,1,1,1,1,1,1,1,1,1,1
1510,1.38916470062933,0.2489231421281605,OH,2024-03-14,1,1,0,1,0,1,1,0,1,0
1511,2.30615625574594e-5,4.50884867673513e-6,OH,2024-03-15,1,1,1,1,1,1,1,1,1,1
1512,3.84666089301615e-6,3.942140977170425e-6,OH,2024-03-16,1,1,1,1,1,1,1,1,1,1
1513,0.0059010894001028,0.001070581881448355,OK,2024-02-04,1,1,1,1,1,1,1,0,0,1
1514,2.88013671337224,0.1419082349317765,OK,2024-02-05,1,1,0,1,0,0,1,0,1,0
1515,1.26125865748337,0.4727267866928835,OK,2024-02-06,1,1,0,1,0,1,1,0,1,0
1516,0.00102789284590528,7.1074478946562e-4,OK,2024-02-07,1,1,1,1,1,1,1,1,1,1
1517,0.0035483442733881,6.19795860686765e-4,OK,2024-02-08,1,1,1,1,1,1,1,1,1,1
1518,NA,NA,OK,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,8.0489965090743e-4,4.7111745224877e-4,OK,2024-02-10,1,1,1,1,1,1,1,1,1,1
1520,6.6845632620692e-4,4.1066852420464e-4,OK,2024-02-11,1,1,1,1,1,1,1,1,1,1
1521,0.00181015824981523,3.5794148884715e-4,OK,2024-02-12,1,1,1,1,1,1,1,1,1,1
1522,1.38552021571172,0.979539343668795,OK,2024-02-13,0,1,0,1,1,0,1,0,1,1
1523,1.34420716865043,0.3271321726636385,OK,2024-02-14,0,1,0,1,1,0,1,0,1,1
1524,4.0102854075147e-4,2.3691674106456e-4,OK,2024-02-15,1,1,1,1,1,1,1,1,1,1
1525,2.6966224249365e-4,2.0645228240542e-4,OK,2024-02-16,1,1,1,1,1,1,1,1,1,1
1526,NA,NA,OK,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,NA,NA,OK,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,NA,NA,OK,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1529,0.00505274390428014,1.19038496892075e-4,OK,2024-02-20,1,1,1,1,1,1,1,1,1,1
1530,1.36709685296233,0.3293988796285085,OK,2024-02-21,0,1,0,1,1,0,1,1,1,0
1531,4.6573762427223e-4,9.040210577978e-5,OK,2024-02-22,1,1,1,1,1,1,1,1,1,1
1532,7.63392479596389e-5,7.8787143576845e-5,OK,2024-02-23,1,1,1,1,1,1,1,1,1,1
1533,1.0214864543291e-4,6.866871628166e-5,OK,2024-02-24,1,1,1,1,1,1,1,1,1,1
1534,1.3722723132514,0.492537685766021,OK,2024-02-25,1,1,0,1,0,1,1,0,1,0
1535,8.16001223943926e-5,5.2175081908845e-5,OK,2024-02-26,1,1,1,1,1,1,1,1,1,1
1536,2.0935308114055e-4,4.54853751229003e-5,OK,2024-02-27,1,1,1,1,1,1,1,1,1,1
1537,4.11818988504693e-5,3.965730663752095e-5,OK,2024-02-28,1,1,1,1,1,1,1,1,1,1
1538,1.32139951059464,0.1648022097268345,OK,2024-02-29,1,1,0,1,0,1,1,0,1,0
1539,3.47613692974428e-5,3.015567263396195e-5,OK,2024-03-01,1,1,1,1,1,1,1,1,1,1
1540,NA,NA,OK,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,NA,NA,OK,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,2.2118300084333e-5,2.0014593318894e-5,OK,2024-03-04,1,1,1,1,1,1,1,1,1,1
1543,1.7939299039754e-4,1.74633760633168e-5,OK,2024-03-05,1,1,1,1,1,1,1,1,1,1
1544,9.67180653532948e-5,1.523968347761145e-5,OK,2024-03-06,1,1,1,1,1,1,1,1,1,1
1545,NA,NA,OK,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,6.74579870449041e-6,1.16113394503107e-5,OK,2024-03-08,1,1,1,1,1,1,1,1,1,1
1547,1.35481659222494e-5,1.01378714274155e-5,OK,2024-03-09,1,1,1,1,1,1,1,1,1,1
1548,NA,NA,OK,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,1.39280744606547,0.3315672955258695,OK,2024-03-11,1,1,0,1,0,1,1,0,1,0
1550,NA,NA,OK,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,NA,NA,OK,2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,NA,NA,OK,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1553,NA,NA,OK,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,NA,NA,OK,2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,0.0455193922950792,0.001070581881448355,OR,2024-02-04,1,1,1,1,1,1,1,1,1,1
1556,0.0527507007634541,9.341337825297e-4,OR,2024-02-05,1,1,1,1,1,1,1,0,1,0
1557,0.0433898127584968,8.1489876848421e-4,OR,2024-02-06,1,1,1,1,1,1,1,1,1,1
1558,0.0311457398722325,7.1074478946562e-4,OR,2024-02-07,1,1,1,1,1,1,1,1,1,1
1559,0.0452706664891722,6.19795860686765e-4,OR,2024-02-08,1,1,1,1,1,1,1,1,1,1
1560,0.011125780256308,5.4040287724547e-4,OR,2024-02-09,1,1,1,1,1,1,1,0,1,0
1561,0.0136092806215704,4.7111745224877e-4,OR,2024-02-10,1,1,1,1,1,1,1,1,1,1
1562,1.09062778358958,0.137584801439826,OR,2024-02-11,1,1,0,1,0,1,1,0,1,0
1563,1.13382148878175,0.1608380387088875,OR,2024-02-12,1,1,0,1,0,1,1,0,1,0
1564,0.00365967317374551,3.1195962237025e-4,OR,2024-02-13,1,1,1,1,1,1,1,1,1,1
1565,0.0118549178025634,2.7186757658364e-4,OR,2024-02-14,1,1,1,1,1,1,1,1,1,1
1566,NA,NA,OR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,NA,NA,OR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,0.00728471072604263,1.7990168572069e-4,OR,2024-02-17,1,1,1,1,1,1,1,1,1,1
1569,0.00187527743228912,1.5676463835404e-4,OR,2024-02-18,1,1,1,1,1,1,1,1,1,1
1570,0.00561303124548311,1.3660410998338e-4,OR,2024-02-19,1,1,1,1,1,1,1,1,1,1
1571,6.3141927986353e-4,1.19038496892075e-4,OR,2024-02-20,1,1,1,1,1,1,1,1,1,1
1572,0.00702289838768233,1.0373471095147e-4,OR,2024-02-21,1,1,1,1,1,1,1,1,1,1
1573,0.00102867954886256,9.040210577978e-5,OR,2024-02-22,1,1,1,1,1,1,1,1,1,1
1574,NA,NA,OR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,9.68029181757299e-5,6.866871628166e-5,OR,2024-02-24,1,1,1,1,1,1,1,1,1,1
1576,NA,NA,OR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1577,0.00206255070087498,5.2175081908845e-5,OR,2024-02-26,1,1,1,1,1,1,1,0,1,0
1578,6.3861051376337e-4,4.54853751229003e-5,OR,2024-02-27,1,1,1,1,1,1,1,1,1,1
1579,5.5862462772322e-4,3.965730663752095e-5,OR,2024-02-28,1,1,1,1,1,1,1,1,1,1
1580,1.40010987921623,0.988640359904765,OR,2024-02-29,1,1,0,1,0,1,1,0,1,0
1581,1.35641452801053,0.247372620965728,OR,2024-03-01,1,1,0,1,0,1,1,0,1,0
1582,2.798897722488e-4,2.630088640088775e-5,OR,2024-03-02,1,1,1,1,1,1,1,1,1,1
1583,2.24577113335156e-5,2.29418561129837e-5,OR,2024-03-03,1,1,1,1,1,1,1,1,1,1
1584,3.35310035010509e-5,2.0014593318894e-5,OR,2024-03-04,1,1,1,1,1,1,1,1,1,1
1585,1.0633471756024e-4,1.74633760633168e-5,OR,2024-03-05,1,1,1,1,1,1,1,1,1,1
1586,2.1834043211807e-4,1.523968347761145e-5,OR,2024-03-06,1,1,1,1,1,1,1,1,1,1
1587,2.4523580100854e-4,1.3301266781814e-5,OR,2024-03-07,1,1,1,1,1,1,1,1,1,1
1588,1.39017193070559e-5,1.16113394503107e-5,OR,2024-03-08,1,1,1,1,1,1,1,1,1,1
1589,4.54952502100016e-5,1.01378714274155e-5,OR,2024-03-09,1,1,1,1,1,1,1,1,1,1
1590,1.35198816452074e-5,8.8529741587009e-6,OR,2024-03-10,1,1,1,1,1,1,1,1,1,1
1591,2.3412305555924e-4,7.7323648573979e-6,OR,2024-03-11,1,1,1,1,1,1,1,1,1,1
1592,6.40638745096414e-6,6.7548998783359e-6,OR,2024-03-12,1,1,1,1,1,1,1,1,1,1
1593,1.07621652130083e-5,5.90216834756835e-6,OR,2024-03-13,1,1,1,1,1,1,1,1,1,1
1594,1.13561349034232e-5,5.15813831484105e-6,OR,2024-03-14,1,1,1,1,1,1,1,1,1,1
1595,NA,NA,OR,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,2.57952553262995e-5,3.942140977170425e-6,OR,2024-03-16,1,1,1,1,1,1,1,1,1,1
1597,0.0907373662951197,0.001070581881448355,PA,2024-02-04,1,1,1,1,1,1,1,1,1,1
1598,0.421243918968926,0.040093606323987153,PA,2024-02-05,1,1,1,1,1,1,1,0,0,1
1599,0.106561777125723,8.1489876848421e-4,PA,2024-02-06,1,1,1,1,1,1,1,0,0,1
1600,0.120717035123089,7.1074478946562e-4,PA,2024-02-07,1,1,1,1,1,1,1,0,1,0
1601,1.63321000029429,0.1206080437021625,PA,2024-02-08,1,1,0,0,1,1,1,0,0,0
1602,1.57617460836219,0.101858668961917,PA,2024-02-09,1,1,0,0,1,1,1,1,0,0
1603,0.0343961305833251,4.7111745224877e-4,PA,2024-02-10,1,1,1,1,1,1,1,1,1,1
1604,0.0203781060515749,4.1066852420464e-4,PA,2024-02-11,1,1,1,1,1,1,1,1,1,1
1605,0.611556824239966,0.0404779657938572,PA,2024-02-12,1,1,1,1,1,1,1,0,1,0
1606,0.0649654652654175,3.1195962237025e-4,PA,2024-02-13,1,1,1,1,1,1,1,1,1,1
1607,0.851692265554684,0.06075229698145,PA,2024-02-14,1,1,1,1,0,1,1,0,1,0
1608,0.0182149738301551,2.3691674106456e-4,PA,2024-02-15,1,1,1,1,1,1,0,0,1,1
1609,0.987810861158855,0.074966119049595,PA,2024-02-16,1,1,0,1,0,1,1,0,1,0
1610,9.6954477000113e-4,1.7990168572069e-4,PA,2024-02-17,1,1,1,1,1,1,1,1,1,1
1611,0.00187649284263308,1.5676463835404e-4,PA,2024-02-18,1,1,1,1,1,1,1,1,1,1
1612,0.0352507849035573,1.3660410998338e-4,PA,2024-02-19,1,1,1,1,1,1,0,0,1,1
1613,0.0175802643782918,1.19038496892075e-4,PA,2024-02-20,1,1,1,1,1,1,1,1,1,1
1614,0.0420518494652473,1.0373471095147e-4,PA,2024-02-21,1,1,1,1,1,1,1,1,1,1
1615,0.0376405103692302,9.040210577978e-5,PA,2024-02-22,1,1,1,1,1,1,1,1,1,1
1616,1.18528756238884,0.0894161892567695,PA,2024-02-23,1,1,0,1,0,1,1,0,1,0
1617,8.7251632051563e-4,6.866871628166e-5,PA,2024-02-24,1,1,1,1,1,1,1,1,1,1
1618,0.00265646907251471,5.985404397736e-5,PA,2024-02-25,1,1,1,1,1,1,1,1,1,1
1619,0.00695612007370652,5.2175081908845e-5,PA,2024-02-26,1,1,1,1,1,1,1,1,1,1
1620,0.0203120474498154,4.54853751229003e-5,PA,2024-02-27,1,1,1,1,1,1,1,1,1,1
1621,2.63030026399381,0.1646707305867705,PA,2024-02-28,1,1,0,1,0,1,1,0,1,0
1622,4.3797630025585e-4,3.457969124791605e-5,PA,2024-02-29,1,1,1,1,1,1,1,1,1,1
1623,3.07591449274338e-5,3.015567263396195e-5,PA,2024-03-01,1,1,1,1,1,1,1,1,1,1
1624,3.94989847199018e-5,2.630088640088775e-5,PA,2024-03-02,1,1,1,1,1,1,1,1,1,1
1625,2.97833375722733e-5,2.29418561129837e-5,PA,2024-03-03,1,1,1,1,1,1,1,1,1,1
1626,0.00191441778956167,2.0014593318894e-5,PA,2024-03-04,1,1,1,1,1,1,1,1,1,1
1627,1.31840252905211,0.1102334972736415,PA,2024-03-05,1,1,0,1,0,1,1,0,1,0
1628,0.00148171444198196,1.523968347761145e-5,PA,2024-03-06,1,1,1,1,1,1,1,1,1,1
1629,1.36336553174371,0.198610422577798,PA,2024-03-07,1,1,0,1,0,1,1,0,1,0
1630,5.4031878809526e-4,1.16113394503107e-5,PA,2024-03-08,1,1,1,1,1,1,1,1,1,1
1631,1.3227139428733e-4,1.01378714274155e-5,PA,2024-03-09,1,1,1,1,1,1,1,1,1,1
1632,NA,NA,PA,2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1633,NA,NA,PA,2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1634,NA,NA,PA,2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1635,4.65276262788007e-6,5.90216834756835e-6,PA,2024-03-13,1,1,1,1,1,1,1,1,1,1
1636,NA,NA,PA,2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1637,NA,NA,PA,2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1638,5.50129076673511e-6,3.942140977170425e-6,PA,2024-03-16,1,1,1,1,1,1,1,1,1,1
1639,NA,NA,PR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,0.36164835731305,0.0344993959609218,PR,2024-02-05,1,1,1,1,1,1,1,1,1,1
1641,0.452440785371124,8.1489876848421e-4,PR,2024-02-06,1,1,1,1,1,1,0,0,1,0
1642,0.172986961493401,7.1074478946562e-4,PR,2024-02-07,1,1,1,1,1,1,1,0,1,0
1643,0.00288418284736172,6.19795860686765e-4,PR,2024-02-08,1,1,1,1,1,1,1,0,1,0
1644,0.048497814713578,5.4040287724547e-4,PR,2024-02-09,1,1,1,1,1,1,1,1,1,1
1645,NA,NA,PR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,NA,NA,PR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,0.0114616967600989,3.5794148884715e-4,PR,2024-02-12,1,1,1,1,1,1,1,1,1,1
1648,NA,NA,PR,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
