...1,es_score,brier_score,location,target_date,X21L_50_CI,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23H_50_CI,X23I_50_CI,X24A_50_CI,other_50_CI,X23F_50_CI,X21L_95_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23H_95_CI,X23I_95_CI,X24A_95_CI,other_95_CI,X23F_95_CI
726,0.849068296131028,0.598732926778795,KY,2023-12-14,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
727,0.876754826270073,0.422927172977752,KY,2023-12-15,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
728,0.254162234998084,0.182494360681268,KY,2023-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
729,NA,NA,KY,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,1.34525140958798,0.63797955615865,KY,2023-12-18,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1
731,1.18984011270141,0.403021039066215,KY,2023-12-19,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
732,0.204378311368689,0.1317562475258285,KY,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
733,0.178110284403164,0.1207138708785385,KY,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
734,0.156748362276493,0.1103666787092265,KY,2023-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,NA,NA,KY,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,KY,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,KY,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,0.832145592567045,0.393906142312905,KY,2023-12-26,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
739,1.01165854857873,0.321902680216306,KY,2023-12-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
740,NA,NA,KY,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,0.803125710214733,0.2851603761390565,KY,2023-12-29,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
742,NA,NA,KY,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,KY,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,NA,NA,KY,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,2.14331600486218,0.784209761747945,KY,2024-01-02,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1
746,0.8600960141574,0.2879167100068345,KY,2024-01-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
747,1.41357707554604,0.510373458214435,KY,2024-01-04,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
748,0.954762058725392,0.4150556011526865,KY,2024-01-05,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
749,NA,NA,KY,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,KY,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,0.985777404486964,0.418603010141714,KY,2024-01-08,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
752,NA,NA,KY,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,0.031266041487257,0.02334035591627685,KY,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
754,0.196343668708717,0.02262438493288185,KY,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,0.0274476507322093,0.02213394386563725,KY,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
756,0.0941010982194869,0.02185725945621225,KY,2024-01-13,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
757,1.62749895961128,0.278960975111989,LA,2023-12-03,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
758,1.22326997003876,0.396867208738663,LA,2023-12-04,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
759,2.36143303019269,0.4302176016345205,LA,2023-12-05,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
760,1.93653601404851,0.39436398997865,LA,2023-12-06,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0
761,1.57813493101183,0.3602922983776425,LA,2023-12-07,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
762,1.70361252638343,0.3499561529224115,LA,2023-12-08,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0
763,2.65461518978367,0.523027811802775,LA,2023-12-09,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0
764,NA,NA,LA,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,1.12321404561132,0.3535870702717945,LA,2023-12-11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
766,2.71328560137937,0.4597019468452435,LA,2023-12-12,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1
767,2.02436359400463,0.395690043355529,LA,2023-12-13,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0
768,1.25121131676733,0.424800981666626,LA,2023-12-14,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
769,0.751470602961787,0.317201295441979,LA,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
770,2.46322088752118,0.574545621981685,LA,2023-12-16,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0
771,0.782455827476347,0.3960402807030025,LA,2023-12-17,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
772,2.34538605117078,0.365687433878824,LA,2023-12-18,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0
773,1.63220114384059,0.240755768597871,LA,2023-12-19,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0
774,4.3147626779034,0.4620449092267445,LA,2023-12-20,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1
775,4.6756875229847,0.458660341372781,LA,2023-12-21,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0
776,0.939567795953939,0.67098342463775,LA,2023-12-22,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
777,1.51939491762187,0.386702245343624,LA,2023-12-23,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1
778,2.65287916027796,0.479734200067015,LA,2023-12-24,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0
779,2.75388539603555,0.52033199815538,LA,2023-12-25,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1
780,5.74487847741711,0.520670510242675,LA,2023-12-26,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
781,1.95721429558275,0.3674476142786925,LA,2023-12-27,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0
782,2.27474217413824,0.51113163235395,LA,2023-12-28,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0
783,3.52500807928517,0.4478721655402,LA,2023-12-29,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0
784,0.835059542624807,0.236103896898063,LA,2023-12-30,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
785,1.32617489673269,0.406781071435302,LA,2023-12-31,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1
786,1.58416644049687,0.3400414960287065,LA,2024-01-01,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0
787,8.00287069170324,0.512099849146925,LA,2024-01-02,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0
788,4.70494508092227,0.429309897230096,LA,2024-01-03,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0
789,1.36761118289803,0.217721631310773,LA,2024-01-04,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0
790,2.11947754156677,0.391664061778614,LA,2024-01-05,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0
791,1.73493739443307,0.4055159055021585,LA,2024-01-06,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1
792,2.10452204931892,0.3612367256909225,LA,2024-01-07,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0
793,4.65817361435332,0.406931122769232,LA,2024-01-08,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
794,4.00458166270555,0.3775427211486505,LA,2024-01-09,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
795,0.944323304178887,0.1954406691830565,LA,2024-01-10,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
796,4.65507887854128,0.35185705876164,LA,2024-01-11,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
797,4.89299517939068,0.279563900844909,LA,2024-01-12,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
798,0.663891466638276,0.2133408641512765,LA,2024-01-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
799,NA,NA,MA,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,1.34360569499088,0.3214681795117235,MA,2023-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
801,1.32434611406507,0.377842366114297,MA,2023-12-05,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0
802,2.01642490411852,0.3921930644990655,MA,2023-12-06,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0
803,1.49725317771145,0.400239172326523,MA,2023-12-07,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0
804,NA,NA,MA,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,NA,NA,MA,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,NA,NA,MA,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,4.55058678310606,0.3995735843719075,MA,2023-12-11,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
808,1.90176069277682,0.359302547889699,MA,2023-12-12,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0
809,3.24257204635716,0.271966662160012,MA,2023-12-13,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
810,1.42075835896565,0.315482032581769,MA,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0
811,1.31795778677763,0.323117915104144,MA,2023-12-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
812,NA,NA,MA,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,1.08144819878018,0.168884385446671,MA,2023-12-17,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0
814,3.05886760046303,0.4635210182633035,MA,2023-12-18,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0
815,1.38827885079309,0.2392325894184355,MA,2023-12-19,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0
816,1.82025593563151,0.388607547695337,MA,2023-12-20,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0
817,1.0484055558397,0.3197747947380405,MA,2023-12-21,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0
818,1.13275679715117,0.40910968596738,MA,2023-12-22,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
819,0.841513025088482,0.3988617327134205,MA,2023-12-23,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
820,0.993950190565158,0.706137012706675,MA,2023-12-24,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
821,NA,NA,MA,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,1.41895282471324,0.1776933223754165,MA,2023-12-26,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0
823,1.34499782833293,0.2246205703133085,MA,2023-12-27,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0
824,0.70539688202332,0.2141291408781495,MA,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
825,0.946553146882943,0.0569289291214855,MA,2023-12-29,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
826,0.897882055705663,0.308566869379975,MA,2023-12-30,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
827,0.401431112819141,0.0471482298859786,MA,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
828,0.808578055344633,0.2244765338354435,MA,2024-01-01,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
829,0.972259832642697,0.1943713595830675,MA,2024-01-02,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
830,1.38010198430394,0.2431811562538945,MA,2024-01-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
831,2.73269882312225,0.313056331945093,MA,2024-01-04,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0
832,0.836330663700356,0.167709891161454,MA,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
833,0.133979185506795,0.02877562362388705,MA,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
834,0.124472094152889,0.0269935454407338,MA,2024-01-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
835,0.991287132288229,0.2421455370440855,MA,2024-01-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1
836,1.1150696693639,0.2076876011705835,MA,2024-01-09,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0
837,0.86683825902975,0.02334035591627685,MA,2024-01-10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
838,0.67983633672668,0.02262438493288185,MA,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
839,0.418323808799208,0.02213394386563725,MA,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
840,0.0285465370951393,0.02185725945621225,MA,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
841,3.45037174934075,0.3615233564416865,MD,2023-12-03,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
842,2.0388444012591602,0.3612263949661605,MD,2023-12-04,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
843,1.88991489799825,0.3416461562087935,MD,2023-12-05,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
844,2.03426486461168,0.4053842578529585,MD,2023-12-06,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0
845,3.73742946264698,0.375230368570879,MD,2023-12-07,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
846,2.61509636655721,0.3245756759116255,MD,2023-12-08,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
847,1.97801664855887,0.40885629631113,MD,2023-12-09,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1
848,3.55763836880008,0.336716047195466,MD,2023-12-10,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0
849,4.04945905263439,0.2869352919012735,MD,2023-12-11,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0
850,1.20275841136867,0.3720336339155555,MD,2023-12-12,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
851,1.04015502336774,0.439930546173686,MD,2023-12-13,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0
852,1.07355992553312,0.299769690809841,MD,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
853,2.24122524239405,0.3488023769289415,MD,2023-12-15,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0
854,0.886289760701886,0.627774984032605,MD,2023-12-16,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
855,0.836157757823329,0.407904929791159,MD,2023-12-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
856,3.52590157932771,0.4646338092185035,MD,2023-12-18,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
857,6.5179435796224,0.4334434789040905,MD,2023-12-19,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
858,1.10450084451682,0.3138378980581145,MD,2023-12-20,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
859,0.494464265462227,0.205941134552459,MD,2023-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
860,1.09688856388381,0.363504914558804,MD,2023-12-22,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0
861,0.845838222140498,0.3988617327134205,MD,2023-12-23,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
862,0.58238027582211,0.1771823308967455,MD,2023-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
863,0.731650033172072,0.537759019310085,MD,2023-12-25,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
864,1.06191451828875,0.279899496088481,MD,2023-12-26,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0
865,0.963195261881202,0.197946409030928,MD,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0
866,1.44091237763878,0.3119119146820165,MD,2023-12-28,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0
867,1.92874821081013,0.312399947853519,MD,2023-12-29,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0
868,0.970825847158021,0.1681554505022445,MD,2023-12-30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
869,0.409871949165263,0.0471482298859786,MD,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
870,0.987857800968874,0.04302416869965525,MD,2024-01-01,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
871,1.11791999548341,0.2322656214257425,MD,2024-01-02,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1
872,1.39547430690531,0.231932188995135,MD,2024-01-03,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
873,1.60497544019801,0.2530775522989135,MD,2024-01-04,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
874,1.20699826974604,0.224038809858368,MD,2024-01-05,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0
875,0.601277027945244,0.2615082738064695,MD,2024-01-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
876,0.798807753470016,0.382541609192362,MD,2024-01-07,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
877,0.852498387710903,0.185189119226232,MD,2024-01-08,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
878,0.472817824460361,0.0242958889802626,MD,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
879,0.526380257439491,0.147205047781778,MD,2024-01-10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
880,0.195505683519663,0.02262438493288185,MD,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
881,0.190409145104406,0.02213394386563725,MD,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
882,0.0916245337478861,0.02185725945621225,MD,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
883,NA,NA,ME,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,0.792530866431437,0.562777198696055,ME,2023-12-04,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
885,NA,NA,ME,2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,0.335749686274681,0.233868942784763,ME,2023-12-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
887,0.343846101337045,0.243998562662248,ME,2023-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
888,NA,NA,ME,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,NA,NA,ME,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,NA,NA,ME,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,NA,NA,ME,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,NA,NA,ME,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,NA,NA,ME,2023-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,0.832893723486266,0.592696682284175,ME,2023-12-14,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
895,NA,NA,ME,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,NA,NA,ME,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,0.547652702809227,0.3877498036854445,ME,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
898,NA,NA,ME,2023-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,NA,NA,ME,2023-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,NA,NA,ME,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,NA,NA,ME,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,NA,NA,ME,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,NA,NA,ME,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,NA,NA,ME,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,NA,NA,ME,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,NA,NA,ME,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,NA,ME,2023-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,NA,NA,ME,2023-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,NA,NA,ME,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,NA,NA,ME,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,NA,NA,ME,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,NA,NA,ME,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,NA,NA,ME,2024-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,NA,NA,ME,2024-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,0.15225946240424101,0.0333239327881812,ME,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
916,NA,NA,ME,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,NA,NA,ME,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,NA,NA,ME,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,0.816330556132956,0.3869464006399735,ME,2024-01-08,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
