...1,es_score,brier_score,location,target_date,X24B_50_CI,X24C_50_CI,X24D_50_CI,X24G_50_CI,other_50_CI,X24A_50_CI,X24B_95_CI,X24C_95_CI,X24D_95_CI,X24G_95_CI,other_95_CI,X24A_95_CI
1289,NA,NA,NH,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,NA,NA,NH,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,NA,NA,NH,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,NA,NA,NH,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,NA,NA,NH,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,NA,NA,NH,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,NA,NA,NH,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,NA,NA,NH,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,NA,NA,NH,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,NA,NA,NH,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299,NA,NA,NH,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,NA,NA,NH,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,NA,NA,NH,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,NA,NA,NH,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,0.418452404816612,0.305053819576651,NJ,2024-04-28,1,1,1,1,1,1,0,1,1,1,1,0
1304,3.68092795489673,0.346953137667002,NJ,2024-04-29,0,1,1,1,1,0,0,1,1,0,1,0
1305,2.76126032238271,0.3005223313240735,NJ,2024-04-30,0,1,1,0,1,1,0,1,0,0,1,0
1306,0.973691844126616,0.2954673807289255,NJ,2024-05-01,1,1,1,0,1,1,0,1,1,1,1,0
1307,6.68211529280886,0.461516631361518,NJ,2024-05-02,1,0,1,0,0,0,0,0,1,0,0,0
1308,1.0364196146636,0.3425656818035845,NJ,2024-05-03,1,1,1,1,1,1,0,0,1,0,1,0
1309,0.845539621291645,0.1200538821446995,NJ,2024-05-04,1,1,1,1,1,0,0,1,1,0,1,0
1310,0.444585115612335,0.203454519958849,NJ,2024-05-05,1,1,1,1,1,1,0,1,0,0,1,0
1311,2.8119146775227,0.180259839439967,NJ,2024-05-06,0,1,1,1,1,0,0,1,1,1,1,0
1312,1.1572544628003,0.315861858479454,NJ,2024-05-07,1,1,1,1,1,1,1,1,1,1,1,1
1313,0.936665542551498,0.2730174381772075,NJ,2024-05-08,1,1,1,1,1,1,0,0,1,1,1,0
1314,2.21578843275088,0.1932308061173905,NJ,2024-05-09,0,1,1,1,1,0,0,1,1,1,1,0
1315,1.18245205715641,0.2529486874405325,NJ,2024-05-10,1,1,1,1,1,1,0,1,1,0,1,0
1316,0.76814391736994,0.2957204657341915,NJ,2024-05-11,1,1,1,1,1,1,1,0,1,1,1,0
1317,1.98787366870197,0.468008700463864,NJ,2024-05-12,1,1,0,1,1,0,1,1,0,1,1,0
1318,1.80425207646098,0.350334263617691,NJ,2024-05-13,1,1,1,0,0,1,0,0,1,0,0,0
1319,3.85324486576931,0.3006535587686985,NJ,2024-05-14,0,1,1,1,1,0,0,0,0,0,1,0
1320,1.79762042304648,0.3974019579645435,NJ,2024-05-15,0,1,1,1,0,1,0,0,0,0,0,0
1321,5.1163377056004,0.2955049181572665,NJ,2024-05-16,0,1,1,1,1,0,0,0,1,0,1,0
1322,2.02415369463908,0.3788286424304225,NJ,2024-05-17,1,1,1,0,0,0,0,0,0,1,0,1
1323,1.05179095506653,0.3680275375221855,NJ,2024-05-18,1,1,1,1,0,1,0,1,1,0,0,0
1324,NA,NA,NJ,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1325,3.43620888228662,0.3319092198687035,NJ,2024-05-20,1,0,1,0,1,0,0,0,0,1,1,0
1326,2.12030131278571,0.2855232750380955,NJ,2024-05-21,1,1,1,1,1,0,1,1,0,0,1,0
1327,3.34767926622003,0.3462556683956575,NJ,2024-05-22,1,0,1,0,0,1,0,1,1,0,0,0
1328,1.88076516183269,0.3535119972089255,NJ,2024-05-23,1,1,0,0,1,1,0,1,1,0,1,1
1329,3.02683061138864,0.44666657028208,NJ,2024-05-24,0,0,1,1,0,0,0,0,0,0,0,0
1330,3.34810087858767,0.355135868945315,NJ,2024-05-25,1,0,1,0,0,1,1,0,0,0,0,0
1331,2.00782441484615,0.3600437189283185,NJ,2024-05-26,1,1,1,0,0,1,0,1,1,0,0,0
1332,1.21169669862534,0.397824004692013,NJ,2024-05-27,1,1,1,1,0,1,0,1,0,0,0,1
1333,4.25529309192641,0.352347669967822,NJ,2024-05-28,1,1,1,0,1,0,0,1,0,0,1,0
1334,3.36200908035983,0.415806000271612,NJ,2024-05-29,1,0,1,1,0,1,1,0,1,0,0,0
1335,5.11958114711872,0.3952844492229525,NJ,2024-05-30,0,0,1,0,1,0,1,0,0,0,1,0
1336,3.40251562964085,0.3852633093647025,NJ,2024-05-31,0,1,1,1,1,0,0,0,1,0,1,0
1337,2.1722646321432,0.371551868007836,NJ,2024-06-01,1,1,1,1,1,0,0,1,0,0,1,0
1338,3.4442633320745,0.4094992488629545,NJ,2024-06-02,1,1,1,0,0,0,0,1,0,0,0,0
1339,1.64115976700454,0.3944310359298745,NJ,2024-06-03,1,1,1,0,0,1,1,0,1,1,0,0
1340,1.76972837653071,0.530915243115865,NJ,2024-06-04,0,1,1,1,0,0,0,1,0,0,0,0
1341,2.49735750685458,0.3345890034286735,NJ,2024-06-05,0,1,1,0,1,0,0,0,0,0,1,0
1342,5.76815837925129,0.4153325360794185,NJ,2024-06-06,0,0,0,1,1,0,0,0,0,0,1,0
1343,4.36044993126191,0.442112427435463,NJ,2024-06-07,0,1,1,0,1,0,0,0,0,1,1,0
1344,2.43836677119337,0.393733358505117,NJ,2024-06-08,1,1,0,0,1,1,0,0,1,0,1,0
1345,0.346147174777605,0.0761187631299405,NM,2024-04-28,1,1,1,1,1,1,0,1,1,1,1,0
1346,0.876976259867981,0.3044839943255495,NM,2024-04-29,1,1,1,1,0,1,1,1,1,1,0,0
1347,0.380415006073533,0.089127810561811,NM,2024-04-30,1,1,1,1,1,1,1,1,1,0,1,0
1348,1.04573990289035,0.096237805170878,NM,2024-05-01,1,1,1,1,1,0,0,0,1,1,1,0
1349,1.30366607942965,0.2304317436656895,NM,2024-05-02,0,1,1,1,0,1,0,1,1,1,0,1
1350,0.288887112124956,0.226917371552685,NM,2024-05-03,1,1,1,1,1,1,0,1,1,1,1,0
1351,1.76837844329976,0.477726880543489,NM,2024-05-04,1,0,1,1,1,0,1,0,1,1,1,0
1352,0.303618657396056,0.2780841012736685,NM,2024-05-05,1,1,1,1,1,1,0,1,1,1,1,0
1353,1.09494192441727,0.2678595015550175,NM,2024-05-06,0,0,1,1,1,1,0,1,1,1,1,0
1354,0.21145103382515,0.1475928763547885,NM,2024-05-07,1,1,1,1,1,1,1,1,1,1,1,1
1355,0.235740547734677,0.15757155372855,NM,2024-05-08,1,1,1,1,1,1,1,1,1,1,1,1
1356,1.45887077159432,0.457985894183735,NM,2024-05-09,1,0,1,1,1,0,1,0,1,0,1,1
1357,NA,NA,NM,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1358,NA,NA,NM,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1359,1.0804872590864,0.386742808727271,NM,2024-05-12,1,1,1,1,0,1,0,1,1,1,0,0
1360,0.269813183687786,0.266165357108977,NM,2024-05-13,1,1,1,1,1,1,1,1,1,1,1,1
1361,1.88869498746828,0.2246958642099325,NM,2024-05-14,0,1,1,1,1,0,0,0,1,1,1,0
1362,1.05988692291516,0.3548806317308405,NM,2024-05-15,0,0,1,1,1,1,0,0,1,1,1,0
1363,1.45319628764377,0.2567649861241225,NM,2024-05-16,1,1,1,1,1,0,1,1,1,0,1,0
1364,1.50107142392662,0.261754150205176,NM,2024-05-17,0,1,1,1,1,0,0,1,1,1,1,0
1365,0.414641731190206,0.27440792828589,NM,2024-05-18,1,1,1,1,1,1,0,1,1,1,1,0
1366,0.999560375969791,0.47310413217166303,NM,2024-05-19,1,1,1,1,0,1,0,1,0,1,0,0
1367,2.24819161202526,0.3525340500176605,NM,2024-05-20,0,1,1,1,1,0,0,0,1,0,1,0
1368,0.700232708855042,0.290061016966353,NM,2024-05-21,1,1,1,1,1,1,0,1,0,0,1,0
1369,0.895812703221103,0.3607081339020985,NM,2024-05-22,1,1,1,1,1,1,0,1,1,0,1,0
1370,1.82639228901781,0.416484429195345,NM,2024-05-23,0,1,1,1,1,0,0,0,1,1,1,0
1371,4.03724826724306,0.358728943684851,NM,2024-05-24,0,1,1,1,1,0,0,0,1,0,1,0
1372,1.88430837137727,0.36336108810677,NM,2024-05-25,0,1,1,1,1,0,0,1,1,1,1,0
1373,1.21521829728444,0.375687609043376,NM,2024-05-26,1,1,1,1,1,0,1,0,0,1,1,0
1374,1.38343240529194,0.3188440867875795,NM,2024-05-27,1,1,1,1,1,0,0,1,1,0,1,0
1375,2.02352035335697,0.4125727350289285,NM,2024-05-28,0,0,1,1,1,0,0,0,0,1,1,0
1376,2.08087249554081,0.370840872557383,NM,2024-05-29,1,1,1,0,1,0,0,1,1,0,1,0
1377,1.02921735015589,0.3160149519655305,NM,2024-05-30,1,1,1,1,1,0,0,0,1,1,1,1
1378,3.44302862636183,0.4507091837823055,NM,2024-05-31,0,0,1,0,1,0,1,0,0,0,1,1
1379,2.40229650891513,0.52167214235058,NM,2024-06-01,0,0,1,1,1,1,0,0,1,0,1,1
1380,2.05265017792297,0.403087343932389,NM,2024-06-02,1,0,1,0,1,0,1,0,0,0,1,0
1381,3.24755159193418,0.45602856639743,NM,2024-06-03,0,1,1,1,1,0,0,0,0,1,1,0
1382,3.52192511467025,0.516647626542385,NM,2024-06-04,0,0,1,0,0,0,0,0,0,0,0,0
1383,1.65856167521568,0.399787106549771,NM,2024-06-05,1,1,1,1,1,0,1,0,1,0,1,0
1384,3.06182178501438,0.52517054014531,NM,2024-06-06,0,0,1,0,0,0,0,0,1,0,0,0
1385,0.734125288742686,0.50286114570122,NM,2024-06-07,1,1,1,1,1,0,1,1,1,1,1,1
1386,0.342499656858332,0.220244391287328,NM,2024-06-08,1,1,1,1,1,1,1,1,1,1,1,1
1387,NA,NA,NV,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388,NA,NA,NV,2024-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389,1.04567406167829,0.743078215813875,NV,2024-04-30,1,1,0,1,1,1,1,1,0,1,1,0
1390,NA,NA,NV,2024-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,NA,NA,NV,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,NA,NA,NV,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393,NA,NA,NV,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394,NA,NA,NV,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1395,NA,NA,NV,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1396,NA,NA,NV,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1397,NA,NA,NV,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1398,NA,NA,NV,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,NA,NA,NV,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,NA,NA,NV,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1401,0.861490578373245,0.61098550015289,NV,2024-05-12,1,0,1,1,1,1,0,0,1,1,1,1
1402,0.301963558512532,0.212761227181156,NV,2024-05-13,1,1,1,1,1,1,0,1,1,1,1,0
1403,NA,NA,NV,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404,NA,NA,NV,2024-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,NA,NA,NV,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1406,NA,NA,NV,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1407,NA,NA,NV,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1408,NA,NA,NV,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,0.435645574448296,0.2999437839744585,NV,2024-05-20,1,1,1,1,1,1,0,1,1,1,1,0
1410,0.796691284645464,0.55811269151276,NV,2024-05-21,1,0,1,1,1,1,1,0,1,1,1,0
1411,NA,NA,NV,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1412,NA,NA,NV,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1413,NA,NA,NV,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1414,NA,NA,NV,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415,NA,NA,NV,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416,NA,NA,NV,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1417,NA,NA,NV,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418,NA,NA,NV,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1419,NA,NA,NV,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1420,0.634878114386045,0.433922003662049,NV,2024-05-31,1,1,1,1,1,0,0,1,1,1,1,0
1421,NA,NA,NV,2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1422,NA,NA,NV,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1423,NA,NA,NV,2024-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1424,NA,NA,NV,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1425,NA,NA,NV,2024-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1426,NA,NA,NV,2024-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1427,NA,NA,NV,2024-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,NA,NA,NV,2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,0.933978179816715,0.2764576212603575,NY,2024-04-28,1,1,1,1,0,1,0,1,1,0,0,0
1430,2.54544816745641,0.3092212482698025,NY,2024-04-29,0,1,0,1,1,0,0,0,1,0,0,0
1431,2.16224051309338,0.2811911020320545,NY,2024-04-30,1,1,1,0,1,1,1,1,1,0,1,0
1432,3.60735763475533,0.188292356515757,NY,2024-05-01,0,1,1,1,0,0,1,1,1,0,0,0
1433,1.1141231590899,0.258073354728613,NY,2024-05-02,1,1,0,1,1,1,1,0,0,0,1,0
1434,1.2278240790603001,0.2936793639770605,NY,2024-05-03,1,1,1,1,0,1,0,1,1,1,0,0
1435,2.00105021193169,0.1200538821446995,NY,2024-05-04,0,1,1,1,1,0,0,1,1,1,1,0
1436,1.15825198788813,0.228331047063789,NY,2024-05-05,1,1,1,1,1,1,0,0,1,0,1,0
1437,2.37558805728474,0.313234764056943,NY,2024-05-06,0,1,1,0,1,1,0,1,0,1,1,0
1438,1.09415636471209,0.255765793434931,NY,2024-05-07,1,1,1,1,1,1,0,1,0,1,1,1
1439,2.57160511501252,0.3200481869179505,NY,2024-05-08,1,1,1,1,0,1,0,1,1,0,0,0
1440,1.76984007077757,0.3225880407223485,NY,2024-05-09,1,0,1,1,1,1,0,0,1,0,1,0
1441,4.54356917028306,0.251007678587405,NY,2024-05-10,0,1,1,0,1,0,0,1,0,0,1,0
1442,3.37513533432961,0.339875555777315,NY,2024-05-11,0,1,1,0,0,1,0,0,1,0,0,0
1443,1.38955771106899,0.273006176720345,NY,2024-05-12,1,1,1,1,1,0,0,0,0,1,1,0
1444,9.04720022119431,0.2570700743204085,NY,2024-05-13,0,0,1,1,1,0,0,0,0,0,1,0
1445,3.88028236353731,0.276981605579324,NY,2024-05-14,1,1,1,1,1,0,1,1,0,0,1,0
1446,3.43072449625961,0.2893593257241735,NY,2024-05-15,1,0,1,1,0,0,1,1,0,0,0,0
1447,5.26752901126579,0.299813370746375,NY,2024-05-16,0,1,1,1,1,0,0,0,0,0,1,0
1448,6.78052913788714,0.3236660208211505,NY,2024-05-17,0,1,1,0,0,0,0,0,0,1,0,0
1449,3.90418594542225,0.297270962361539,NY,2024-05-18,0,1,1,1,1,0,0,0,1,1,1,0
1450,6.35030550923851,0.279296475183399,NY,2024-05-19,0,0,1,0,1,0,1,0,1,0,0,0
1451,14.3369462719312,0.3232174718146695,NY,2024-05-20,0,0,1,0,0,0,1,0,0,0,0,0
1452,12.1163931494105,0.3738893043842125,NY,2024-05-21,0,1,0,1,1,0,0,0,0,0,1,0
1453,8.96703562444832,0.377076083007278,NY,2024-05-22,0,1,1,0,0,0,0,0,0,0,0,0
1454,6.9731676299202,0.3630201694561345,NY,2024-05-23,0,1,1,1,1,0,0,0,0,0,1,0
1455,7.01796962957823,0.345288835189013,NY,2024-05-24,0,1,1,0,1,0,0,0,1,0,1,0
1456,4.40929471818715,0.314053981818895,NY,2024-05-25,1,1,1,0,1,0,0,0,0,0,1,0
1457,1.97386794342588,0.3519612672120905,NY,2024-05-26,1,1,1,1,1,0,1,0,0,1,1,0
1458,2.97742043893484,0.3841842738780495,NY,2024-05-27,0,1,1,1,1,0,0,0,1,1,1,0
1459,12.2242439396423,0.412948523900867,NY,2024-05-28,0,1,1,1,1,0,0,0,0,0,1,0
1460,6.30516596715503,0.3482664576138105,NY,2024-05-29,1,1,1,0,1,0,0,0,0,0,0,0
1461,11.3726178679,0.4224627732183145,NY,2024-05-30,0,1,0,1,0,0,0,0,0,0,0,0
1462,4.82244807542671,0.380008609327799,NY,2024-05-31,0,1,1,1,1,0,0,0,0,0,1,0
1463,6.60961319962732,0.4435819505270585,NY,2024-06-01,0,0,1,1,1,0,0,0,1,0,1,0
1464,4.8047089615656,0.352642676621207,NY,2024-06-02,1,1,1,0,1,0,0,0,0,0,1,0
1465,11.3614419207015,0.4301979434992955,NY,2024-06-03,0,1,1,0,1,0,0,1,1,0,1,0
1466,8.61764883391545,0.468421723500054,NY,2024-06-04,0,0,1,0,0,0,0,0,0,0,0,0
1467,11.9433953162427,0.4194632219969955,NY,2024-06-05,0,1,0,0,1,0,0,1,0,0,1,0
1468,10.1071354940575,0.4141239274734605,NY,2024-06-06,0,1,0,0,1,0,0,0,0,0,1,0
1469,4.0273968002983,0.4171332577713025,NY,2024-06-07,1,1,1,0,0,0,0,1,1,0,0,0
1470,4.2303197996584,0.379060933655259,NY,2024-06-08,1,1,1,0,0,0,1,1,0,0,0,0
1471,0.755987672799063,0.53398887602336,OH,2024-04-28,0,1,1,1,1,1,1,1,1,1,1,1
1472,0.352654336674412,0.082424143912313,OH,2024-04-29,1,1,1,1,1,1,1,1,1,1,1,1
1473,0.382672786106741,0.089127810561811,OH,2024-04-30,1,1,1,1,1,1,0,1,1,1,1,0
1474,0.135971259900049,0.096237805170878,OH,2024-05-01,1,1,1,1,1,1,1,1,1,1,1,1
1475,NA,NA,OH,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,0.451480531488265,0.111698417271235,OH,2024-05-03,1,1,1,1,1,1,1,1,1,1,1,1
1477,0.605808671774411,0.442259810338349,OH,2024-05-04,1,1,1,1,1,1,1,1,1,1,1,1
1478,0.597293267648535,0.4273432639033075,OH,2024-05-05,1,1,1,1,1,1,0,1,1,1,1,0
1479,NA,NA,OH,2024-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1480,NA,NA,OH,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,NA,NA,OH,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,0.239848343156703,0.1679292543580175,OH,2024-05-09,1,1,1,1,1,1,0,1,1,1,1,0
1483,1.12765549505832,0.356968431206172,OH,2024-05-10,0,1,1,1,1,0,0,1,1,1,1,0
1484,NA,NA,OH,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,0.296299774617736,0.201089661284287,OH,2024-05-12,1,1,1,1,1,1,1,1,0,1,1,0
1486,NA,NA,OH,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,0.274319941464313,0.2664083224771595,OH,2024-05-14,1,1,1,1,1,1,0,1,1,1,1,0
1488,0.413735064739915,0.2972289681194175,OH,2024-05-15,1,1,1,1,1,1,1,1,1,1,1,1
1489,NA,NA,OH,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1490,NA,NA,OH,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1491,0.372182019589777,0.268118806688822,OH,2024-05-18,1,1,1,1,1,1,0,1,1,1,1,0
1492,0.758682187980222,0.552692446106265,OH,2024-05-19,1,1,1,0,1,1,0,1,1,0,1,1
1493,NA,NA,OH,2024-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,NA,NA,OH,2024-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,NA,NA,OH,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1496,NA,NA,OH,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,0.52250433698856,0.3508710939736065,OH,2024-05-24,1,1,1,1,1,1,0,1,1,1,1,0
1498,NA,NA,OH,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,NA,NA,OH,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,NA,NA,OH,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,0.570383626124918,0.399733994848857,OH,2024-05-28,1,1,1,1,1,0,0,1,1,1,1,0
1502,0.313886736513773,0.21067653903963,OH,2024-05-29,1,1,1,1,1,1,0,1,1,0,1,1
1503,0.883380251331552,0.42643171027875,OH,2024-05-30,1,1,1,1,0,1,1,1,1,0,0,1
1504,0.9030128219654,0.643149221627275,OH,2024-05-31,1,1,1,1,0,1,1,1,1,0,0,1
1505,1.37373187933143,0.4447395117793635,OH,2024-06-01,1,1,1,1,1,0,0,1,1,1,1,0
1506,NA,NA,OH,2024-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,0.318558166758989,0.209059999987502,OH,2024-06-03,1,1,1,1,1,1,0,1,1,1,1,0
1508,NA,NA,OH,2024-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,0.69231505473342,0.48480806311672,OH,2024-06-05,1,1,1,1,1,0,0,1,1,1,1,0
1510,0.708896312769833,0.493999931010855,OH,2024-06-06,1,1,1,1,1,0,1,1,0,1,1,0
1511,0.727923891561923,0.50286114570122,OH,2024-06-07,1,1,1,1,1,0,1,1,1,1,1,1
1512,0.480814183901478,0.3783375713525255,OH,2024-06-08,1,1,1,1,1,1,1,1,1,1,1,1
1513,NA,NA,OK,2024-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1514,1.01270677778601,0.717967546756225,OK,2024-04-29,1,0,1,1,1,1,0,0,1,1,1,1
1515,NA,NA,OK,2024-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,0.141701936094998,0.096237805170878,OK,2024-05-01,1,1,1,1,1,1,1,0,1,1,1,0
1517,NA,NA,OK,2024-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,NA,NA,OK,2024-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,NA,NA,OK,2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,NA,NA,OK,2024-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,0.572191090049682,0.4126498415316645,OK,2024-05-06,1,1,1,1,1,1,0,1,1,1,1,0
1522,NA,NA,OK,2024-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1523,NA,NA,OK,2024-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,NA,NA,OK,2024-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,NA,NA,OK,2024-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,NA,NA,OK,2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,NA,NA,OK,2024-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,NA,NA,OK,2024-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1529,NA,NA,OK,2024-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,0.410524135271487,0.2972289681194175,OK,2024-05-15,1,1,1,1,1,1,0,1,1,1,1,0
1531,NA,NA,OK,2024-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1532,NA,NA,OK,2024-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,NA,NA,OK,2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,NA,NA,OK,2024-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,0.452039746175151,0.2999437839744585,OK,2024-05-20,1,1,1,1,1,1,1,0,1,1,1,0
1536,0.450855441309064,0.3127497266076405,OK,2024-05-21,1,1,1,1,1,1,0,1,1,1,1,0
1537,NA,NA,OK,2024-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1538,NA,NA,OK,2024-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,NA,NA,OK,2024-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,NA,NA,OK,2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,NA,NA,OK,2024-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,NA,NA,OK,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,NA,NA,OK,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,NA,NA,OK,2024-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
