...1,es_score,brier_score,location,target_date,X22D_50_CI,X22F_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23G_50_CI,other_50_CI,X23A_50_CI,X22D_95_CI,X22F_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23G_95_CI,other_95_CI,X23A_95_CI
1101,NA,NA,MT,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1102,NA,NA,MT,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1103,NA,NA,MT,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1104,NA,NA,MT,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1105,NA,NA,MT,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1106,NA,NA,MT,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1107,NA,NA,MT,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,NA,NA,MT,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,NA,NA,MT,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1110,NA,NA,MT,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,NA,NA,MT,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,NA,NA,MT,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,NA,NA,MT,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1114,NA,NA,MT,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,NA,NA,MT,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1116,NA,NA,MT,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,NA,NA,MT,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,NA,NA,MT,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,NA,NA,MT,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,NA,NA,MT,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,NA,NA,MT,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,NA,NA,MT,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,0.22886185537773,0.1617488105891545,MT,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1124,NA,NA,MT,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1125,NA,NA,MT,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1126,NA,NA,MT,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,NA,NA,MT,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1128,NA,NA,MT,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,NA,NA,MT,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,NA,NA,MT,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1131,NA,NA,MT,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,NA,NA,MT,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,NA,NA,MT,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1134,NA,NA,MT,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1135,0.618661180390888,0.131206381851786,NC,2023-04-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1136,0.906565012270222,0.1546775825136895,NC,2023-04-24,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
1137,1.87565040250451,0.266333295956915,NC,2023-04-25,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0
1138,1.23769787821056,0.179702688795365,NC,2023-04-26,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
1139,1.04331711172941,0.16439536744327,NC,2023-04-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
1140,0.728270030935751,0.108232503516146,NC,2023-04-28,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1141,0.86421479792646,0.03558940640845065,NC,2023-04-29,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1142,0.692659950905547,0.03806992915574285,NC,2023-04-30,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1143,2.16971937553657,0.2755615024450255,NC,2023-05-01,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
1144,1.83731941952305,0.283723168276498,NC,2023-05-02,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0
1145,1.52810410074667,0.159202786406588,NC,2023-05-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1146,2.79390304525428,0.354537589383168,NC,2023-05-04,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0
1147,1.2862326266764,0.3147662405582525,NC,2023-05-05,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1148,1.09022408780351,0.175610148443514,NC,2023-05-06,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
1149,1.22667371807001,0.0607593355271805,NC,2023-05-07,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
1150,0.88609941416702,0.295838787335688,NC,2023-05-08,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
1151,0.773242982085914,0.225685108136171,NC,2023-05-09,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
1152,2.19388766263499,0.330778775465533,NC,2023-05-10,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0
1153,1.45996126373842,0.3244207272550745,NC,2023-05-11,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1154,0.354275958730035,0.0839771536904445,NC,2023-05-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1155,0.123661789480978,0.0894523771964795,NC,2023-05-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1156,NA,NA,NC,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,1.88887105107954,0.3798592492518965,NC,2023-05-15,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0
1158,1.65154590133109,0.599136896400245,NC,2023-05-16,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
1159,1.73154374737761,0.409789718978896,NC,2023-05-17,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
1160,0.946121662593581,0.361439721390655,NC,2023-05-18,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
1161,0.180208765199276,0.128848232603466,NC,2023-05-19,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1162,0.45184290098163,0.3067807409808255,NC,2023-05-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1163,NA,NA,NC,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,0.519175417758316,0.2853046860340065,NC,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1165,1.88820670344581,0.296153002419955,NC,2023-05-23,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
1166,1.07391198853402,0.2218089986267445,NC,2023-05-24,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
1167,1.12035434718838,0.1802277761920335,NC,2023-05-25,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
1168,0.701833044393726,0.1899624213601045,NC,2023-05-26,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1169,NA,NA,NC,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,0.674022711370292,0.484058478038714,NC,2023-05-28,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1171,0.680418067958806,0.480039995223228,NC,2023-05-29,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
1172,0.902637033217385,0.4390929611058895,NC,2023-05-30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
1173,1.16276703193126,0.3764459803312575,NC,2023-05-31,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
1174,0.809351791221909,0.583601689657265,NC,2023-06-01,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
1175,0.876024428129413,0.296052924056977,NC,2023-06-02,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1176,0.967291969539362,0.2783715362414955,NC,2023-06-03,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1177,NA,NA,ND,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,0.626845445416802,0.26292252827081253,ND,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1179,0.126315874042316,0.02719797324279005,ND,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1180,0.136739340314373,0.02908326245811155,ND,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1181,0.0433499731094525,0.0311047472639009,ND,2023-04-27,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1182,NA,NA,ND,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1183,NA,NA,ND,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,NA,NA,ND,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1185,NA,NA,ND,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,NA,NA,ND,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,0.592512323276372,0.0465745070930207,ND,2023-05-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
1188,0.066501921899442,0.04979581728953985,ND,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1189,0.921204501588067,0.650882255646575,ND,2023-05-05,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1190,NA,NA,ND,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,NA,NA,ND,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,0.278934094621438,0.0648811868773695,ND,2023-05-08,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1193,NA,NA,ND,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,NA,NA,ND,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1195,NA,NA,ND,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,NA,NA,ND,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1197,NA,NA,ND,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,NA,NA,ND,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1199,NA,NA,ND,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,NA,NA,ND,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1201,NA,NA,ND,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,NA,NA,ND,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203,NA,NA,ND,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1204,NA,NA,ND,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205,NA,NA,ND,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,0.211268897245433,0.1530139428518765,ND,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1207,0.620674474590924,0.4383849813786565,ND,2023-05-23,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1208,NA,NA,ND,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1209,NA,NA,ND,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,NA,NA,ND,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,ND,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,NA,NA,ND,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,NA,NA,ND,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1214,NA,NA,ND,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,NA,NA,ND,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,NA,NA,ND,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,NA,NA,ND,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,NA,NA,ND,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1219,NA,NA,NE,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,NA,NA,NE,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,NA,NA,NE,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1222,0.135823922731492,0.02908326245811155,NE,2023-04-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1223,NA,NA,NE,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,NA,NA,NE,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,NA,NA,NE,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,NA,NA,NE,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1227,NA,NA,NE,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,NA,NA,NE,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,NA,NA,NE,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,NA,NA,NE,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1231,NA,NA,NE,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,NA,NA,NE,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,0.0832867135439049,0.0607593355271805,NE,2023-05-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1234,NA,NA,NE,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,0.867432962378664,0.616525792185475,NE,2023-05-09,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1236,NA,NA,NE,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1237,NA,NA,NE,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1238,NA,NA,NE,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,NA,NA,NE,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1240,NA,NA,NE,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,NA,NA,NE,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,NA,NA,NE,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,NA,NA,NE,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,NA,NA,NE,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,NA,NA,NE,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,NA,NA,NE,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,NA,NA,NE,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1248,0.216269414979603,0.1530139428518765,NE,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1249,NA,NA,NE,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,0.876878070453201,0.61995730748559,NE,2023-05-24,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
1251,NA,NA,NE,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252,NA,NA,NE,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1253,NA,NA,NE,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,NA,NA,NE,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,NA,NA,NE,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,NA,NA,NE,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,NA,NA,NE,2023-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,NA,NA,NE,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,NA,NA,NE,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,NA,NA,NE,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1261,NA,NA,NH,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,0.119507493663554,0.0254410182136369,NH,2023-04-24,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1263,0.0381909078971398,0.02719797324279005,NH,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1264,0.138331039231271,0.02908326245811155,NH,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1265,NA,NA,NH,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,NA,NA,NH,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267,NA,NA,NH,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268,NA,NA,NH,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269,NA,NA,NH,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,0.195878699627035,0.0435529592645068,NH,2023-05-02,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1271,0.88013220205728,0.230336709971479,NH,2023-05-03,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1272,0.068551188060102,0.04979581728953985,NH,2023-05-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1273,0.92354740091508,0.650882255646575,NH,2023-05-05,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1274,NA,NA,NH,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,0.631467862709381,0.347363220967066,NH,2023-05-07,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1276,NA,NA,NH,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277,1.0587673316715,0.74991634203662,NH,2023-05-09,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
1278,NA,NA,NH,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,0.112742604143875,0.0787919597638255,NH,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1280,NA,NA,NH,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,NA,NA,NH,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,NA,NA,NH,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,NA,NA,NH,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,NA,NA,NH,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,NA,NA,NH,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286,NA,NA,NH,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,NA,NA,NH,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,NA,NA,NH,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289,NA,NA,NH,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,0.209095307568643,0.1530139428518765,NH,2023-05-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1291,0.229474322987065,0.1617488105891545,NH,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1292,NA,NA,NH,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,NA,NA,NH,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,NA,NA,NH,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,NA,NA,NH,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296,NA,NA,NH,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297,NA,NA,NH,2023-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,NA,NA,NH,2023-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299,0.356630648494734,0.2432315043628315,NH,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1300,NA,NA,NH,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,0.428134238566532,0.296052924056977,NH,2023-06-02,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1302,NA,NA,NH,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,1.20886459708863,0.190873885459507,NJ,2023-04-23,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
1304,2.59196723058891,0.2812538783989645,NJ,2023-04-24,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
1305,1.5348340329176,0.2074048542809255,NJ,2023-04-25,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0
1306,1.80222091047904,0.2813226469313325,NJ,2023-04-26,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1
1307,1.79104046104032,0.320363689963251,NJ,2023-04-27,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0
1308,2.65432852839301,0.4227138146635315,NJ,2023-04-28,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0
1309,0.162701319657726,0.03558940640845065,NJ,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1310,0.0552651183418141,0.03806992915574285,NJ,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1311,2.22873791628202,0.1348308102368205,NJ,2023-05-01,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1312,1.40673214874814,0.295584417872706,NJ,2023-05-02,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1
